# time  f_op  f_geo  geo_trustworthy  max_local_speed  superluminal_fraction  max_shift  structure_coherence  reachable  n_rays  n_reached  max_h_rel_drift  f_geo_evol  f_geo_evol_ok
0.0000000000000000e+00  9.6137420907487034e-06  8.9895598383756444e-06  1  1.0127797209705387e+00  0.0000000000000000e+00  0.0000000000000000e+00  nan  1  5  5  1.4928503371173182e-04  0.0000000000000000e+00  0
8.0000000000000004e-01  9.5796067776193887e-06  7.7224372077269414e-06  1  1.0127843342925495e+00  0.0000000000000000e+00  9.0632203112406620e-06  nan  1  5  5  1.4883374069382386e-04  0.0000000000000000e+00  0
1.6000000000000001e+00  9.5494531022046425e-06  6.8229123868008334e-06  1  1.0128028830334361e+00  0.0000000000000000e+00  1.4665024573038636e-05  nan  1  5  5  1.4926230530403441e-04  0.0000000000000000e+00  0
2.3999999999999901e+00  9.0822721052243784e-06  4.3188474953116514e-06  1  1.0128034594470769e+00  0.0000000000000000e+00  2.3997076519285737e-05  nan  1  5  5  1.5174571064549111e-04  0.0000000000000000e+00  0
3.1999999999999802e+00  1.2198611000870374e-05  4.2588576263133694e-06  1  1.0127604485214321e+00  0.0000000000000000e+00  1.7117896006875370e-05  nan  1  5  5  1.4830483558162007e-04  0.0000000000000000e+00  0
3.9999999999999600e+00  1.4800541247392451e-05  3.9445552156723724e-06  1  1.0127524426451946e+00  0.0000000000000000e+00  3.0592991421053416e-05  nan  1  5  5  1.4889204984718641e-04  0.0000000000000000e+00  0
4.7999999999999403e+00  1.1943963857895464e-05  2.8448578500335957e-06  1  1.0127391398220851e+00  0.0000000000000000e+00  2.9072197125688984e-05  nan  1  5  5  1.4862865707823084e-04  0.0000000000000000e+00  0
5.5999999999999304e+00  9.1851859447172781e-06  1.5569496900378093e-06  1  1.0127610502631523e+00  0.0000000000000000e+00  1.8700984214366091e-05  nan  1  5  5  1.5010978611064104e-04  0.0000000000000000e+00  0
6.3999999999999098e+00  8.2632198149500102e-06  1.9889675773043787e-06  1  1.0127952808865313e+00  0.0000000000000000e+00  1.1483561053633802e-05  nan  1  5  5  1.4938237024932308e-04  0.0000000000000000e+00  0
7.1999999999998900e+00  8.2614250362697241e-06  3.5884924420859217e-06  1  1.0127965447224299e+00  0.0000000000000000e+00  1.3921967495455984e-05  nan  1  5  5  1.4906256288783781e-04  0.0000000000000000e+00  0
7.9999999999998703e+00  9.1283189673207326e-06  3.5842649639652688e-06  1  1.0127985802936663e+00  0.0000000000000000e+00  1.4971260720305306e-05  nan  1  5  5  1.4869176853152185e-04  0.0000000000000000e+00  0
8.7999999999998604e+00  9.1023088461716446e-06  3.1751490668795330e-06  1  1.0127947748616108e+00  0.0000000000000000e+00  1.2884343918005323e-05  nan  1  5  5  1.4879564241144087e-04  0.0000000000000000e+00  0
9.5999999999998398e+00  6.2196578120979168e-06  3.1803561451049229e-06  1  1.0127907718883138e+00  0.0000000000000000e+00  1.5032140974755715e-05  nan  1  5  5  1.4873635063907220e-04  0.0000000000000000e+00  0
1.0399999999999800e+01  4.8744228331407070e-06  3.2800692015586302e-06  1  1.0127925350608540e+00  0.0000000000000000e+00  1.6786295104778892e-05  nan  1  5  5  1.4864697877294401e-04  0.0000000000000000e+00  0
1.1199999999999800e+01  8.2210680913632631e-06  3.0684127952065562e-06  1  1.0127938157222645e+00  0.0000000000000000e+00  1.7376940931300609e-05  nan  1  5  5  1.4860710763045962e-04  0.0000000000000000e+00  0
1.1999999999999799e+01  1.0524741349190010e-05  2.6215820303487898e-06  1  1.0127933684899328e+00  0.0000000000000000e+00  1.8003147666678121e-05  nan  1  5  5  1.4858192199617448e-04  0.0000000000000000e+00  0
1.2799999999999800e+01  9.4708430873666629e-06  2.1471327334617501e-06  1  1.0127931142818740e+00  0.0000000000000000e+00  1.8724177446636621e-05  nan  1  5  5  1.4862728491553910e-04  0.0000000000000000e+00  0
1.3599999999999801e+01  8.0131661038794465e-06  1.7428792921227020e-06  1  1.0127927386250886e+00  0.0000000000000000e+00  1.8539100953432327e-05  nan  1  5  5  1.4875716091582408e-04  0.0000000000000000e+00  0
1.4399999999999700e+01  7.7894786145821364e-06  1.5034552490621342e-06  1  1.0127950512515045e+00  0.0000000000000000e+00  1.8621285968682826e-05  nan  1  5  5  1.4877782943855262e-04  0.0000000000000000e+00  0
1.5199999999999701e+01  7.6028100765934457e-06  1.2989438912135318e-06  1  1.0128009847935917e+00  0.0000000000000000e+00  1.9771631229629287e-05  nan  1  5  5  1.4868525539660853e-04  0.0000000000000000e+00  0
1.5999999999999700e+01  6.9361268056214987e-06  7.4033965637000484e-07  1  1.0128034745479755e+00  0.0000000000000000e+00  2.0431158482429865e-05  nan  1  5  5  1.4875058001817207e-04  0.0000000000000000e+00  0
1.6799999999999802e+01  6.1515339757670159e-06  2.3762247231612968e-08  1  1.0128006878789926e+00  0.0000000000000000e+00  2.0859407464112677e-05  nan  1  5  5  1.4886043553054564e-04  0.0000000000000000e+00  0
1.7600000000000001e+01  5.5368951419804732e-06  0.0000000000000000e+00  1  1.0128011534527661e+00  0.0000000000000000e+00  2.2656074521919520e-05  nan  1  5  5  1.4884243652827939e-04  0.0000000000000000e+00  0
1.8400000000000102e+01  5.0600219915374268e-06  0.0000000000000000e+00  1  1.0128061335821990e+00  0.0000000000000000e+00  2.3970412261129063e-05  nan  1  5  5  1.4884832608942676e-04  0.0000000000000000e+00  0
1.9200000000000198e+01  4.4987975370534807e-06  0.0000000000000000e+00  1  1.0128108275980505e+00  0.0000000000000000e+00  2.4889652054096676e-05  nan  1  5  5  1.4887858230726772e-04  0.0000000000000000e+00  0
2.0000000000000298e+01  3.7228412087554650e-06  0.0000000000000000e+00  1  1.0128139840244426e+00  0.0000000000000000e+00  2.6592928053500140e-05  nan  1  5  5  1.4888979721715731e-04  0.0000000000000000e+00  0
2.0800000000000502e+01  2.8460896433361005e-06  0.0000000000000000e+00  1  1.0128161641109301e+00  0.0000000000000000e+00  2.7839728113264762e-05  nan  1  5  5  1.4894058165002550e-04  0.0000000000000000e+00  0
2.1600000000000598e+01  2.9381952243705593e-06  0.0000000000000000e+00  1  1.0128188300947427e+00  0.0000000000000000e+00  2.8150159387148411e-05  nan  1  5  5  1.4902846620843462e-04  0.0000000000000000e+00  0
2.2400000000000698e+01  3.6056394953431102e-06  0.0000000000000000e+00  1  1.0128236654274507e+00  0.0000000000000000e+00  2.8360002806052323e-05  nan  1  5  5  1.4910367893670065e-04  0.0000000000000000e+00  0
2.3200000000000799e+01  1.1154245970556197e-06  0.0000000000000000e+00  1  1.0128299480716763e+00  0.0000000000000000e+00  2.9300053569388479e-05  nan  1  5  5  1.4915092188454694e-04  0.0000000000000000e+00  0
2.4000000000000998e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128346752861941e+00  0.0000000000000000e+00  3.0912939165954110e-05  nan  1  5  5  1.4918177906559691e-04  0.0000000000000000e+00  0
2.4800000000001098e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128387251175428e+00  0.0000000000000000e+00  3.2243534968621576e-05  nan  1  5  5  1.4923957566385205e-04  0.0000000000000000e+00  0
2.5600000000001199e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128423655879435e+00  0.0000000000000000e+00  3.2876199738828973e-05  nan  1  5  5  1.4932917503321800e-04  0.0000000000000000e+00  0
2.6400000000001299e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128474982102202e+00  0.0000000000000000e+00  3.3862447450000339e-05  nan  1  5  5  1.4935173769980282e-04  0.0000000000000000e+00  0
2.7200000000001499e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128528235766421e+00  0.0000000000000000e+00  3.4429986962939488e-05  nan  1  5  5  1.4940504465167439e-04  0.0000000000000000e+00  0
2.8000000000001599e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128530215352474e+00  0.0000000000000000e+00  3.3224487403122432e-05  nan  1  5  5  1.4962673284779445e-04  0.0000000000000000e+00  0
2.8800000000001699e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128500906600462e+00  0.0000000000000000e+00  3.3124462812780941e-05  nan  1  5  5  1.4977851177921741e-04  0.0000000000000000e+00  0
2.9600000000001799e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128520017143605e+00  0.0000000000000000e+00  3.5799543834834093e-05  nan  1  5  5  1.4974401421847665e-04  0.0000000000000000e+00  0
3.0400000000001999e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128599952661892e+00  0.0000000000000000e+00  3.8598175960255812e-05  nan  1  5  5  1.4971288083337480e-04  0.0000000000000000e+00  0
3.1200000000002099e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128702092614390e+00  0.0000000000000000e+00  4.0324927706100656e-05  nan  1  5  5  1.4974330203527353e-04  0.0000000000000000e+00  0
3.2000000000002203e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128802042541716e+00  0.0000000000000000e+00  4.1739393450299496e-05  nan  1  5  5  1.4979441860881566e-04  0.0000000000000000e+00  0
3.2800000000002001e+01  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0128894493120777e+00  0.0000000000000000e+00  4.2911492828306745e-05  nan  1  5  5  1.4987446632454978e-04  0.0000000000000000e+00  0
3.3600000000001899e+01  0.0000000000000000e+00  7.0324313002541783e-07  1  1.0128984142826265e+00  0.0000000000000000e+00  4.3678401191659075e-05  nan  1  5  5  1.4997506399199988e-04  0.0000000000000000e+00  0
3.4400000000001697e+01  0.0000000000000000e+00  3.3745342289639677e-06  1  1.0129078866063626e+00  0.0000000000000000e+00  4.4203562724598367e-05  nan  1  5  5  1.5006637961967909e-04  0.0000000000000000e+00  0
3.5200000000001602e+01  6.7660671663997587e-07  6.1622980673803332e-06  1  1.0129190108919406e+00  0.0000000000000000e+00  4.4987344971763877e-05  nan  1  5  5  1.5013333594659785e-04  0.0000000000000000e+00  0
3.6000000000001400e+01  2.1933912793271214e-06  8.7782657531842983e-06  1  1.0129321367357365e+00  0.0000000000000000e+00  4.6615884375199280e-05  nan  1  5  5  1.5017241964574579e-04  0.0000000000000000e+00  0
3.6800000000001198e+01  3.1636560370567105e-06  1.1062145983675718e-05  1  1.0129457711741510e+00  0.0000000000000000e+00  4.8672997423910694e-05  nan  1  5  5  1.5021212187728026e-04  0.0000000000000000e+00  0
3.7600000000001103e+01  3.7940573058317015e-06  1.3010900924672852e-05  1  1.0129588468148334e+00  0.0000000000000000e+00  4.9840978562849056e-05  nan  1  5  5  1.5030213936093775e-04  0.0000000000000000e+00  0
3.8400000000000901e+01  4.5847854840290320e-06  1.4676236654730265e-05  1  1.0129710362441169e+00  0.0000000000000000e+00  4.9786418879505118e-05  nan  1  5  5  1.5045027566238221e-04  0.0000000000000000e+00  0
3.9200000000000799e+01  4.7680467489157617e-06  1.6096301849794552e-05  1  1.0129813392971385e+00  0.0000000000000000e+00  4.9614936985098454e-05  nan  1  5  5  1.5060236175214509e-04  0.0000000000000000e+00  0
4.0000000000000597e+01  4.0876799867242749e-06  1.7230701630448978e-05  1  1.0129909823420002e+00  0.0000000000000000e+00  5.0379391139973234e-05  nan  1  5  5  1.5069650596702882e-04  0.0000000000000000e+00  0
4.0800000000000502e+01  3.8151612826105916e-06  1.8229616646584880e-05  1  1.0130024754107405e+00  0.0000000000000000e+00  5.1887431909684172e-05  nan  1  5  5  1.5075999592377586e-04  0.0000000000000000e+00  0
4.1600000000000300e+01  3.9298832313173131e-06  1.9221238965410551e-05  1  1.0130139688435100e+00  0.0000000000000000e+00  5.3073052250652472e-05  nan  1  5  5  1.5086407221587324e-04  0.0000000000000000e+00  0
4.2400000000000098e+01  3.5088605224224070e-06  2.0189023566880631e-05  1  1.0130230652652330e+00  0.0000000000000000e+00  5.3456368016333856e-05  nan  1  5  5  1.5099817064477100e-04  0.0000000000000000e+00  0
4.3200000000000003e+01  2.8738309715494170e-06  2.1142561023158711e-05  1  1.0130317111262230e+00  0.0000000000000000e+00  5.3731915618942412e-05  nan  1  5  5  1.5111594883588243e-04  0.0000000000000000e+00  0
4.3999999999999801e+01  2.3262252268565630e-06  2.1985256920912612e-05  1  1.0130411817258052e+00  0.0000000000000000e+00  5.4737926137489474e-05  nan  1  5  5  1.5120493598946546e-04  0.0000000000000000e+00  0
4.4799999999999699e+01  1.6428058134269040e-06  2.2905131516173482e-05  1  1.0130512995963077e+00  0.0000000000000000e+00  5.6438860892788518e-05  nan  1  5  5  1.5127034605710626e-04  0.0000000000000000e+00  0
4.5599999999999497e+01  1.1604249730201814e-06  2.4140543453121662e-05  1  1.0130624372046830e+00  0.0000000000000000e+00  5.7962382381126855e-05  nan  1  5  5  1.5134551668568615e-04  0.0000000000000000e+00  0
4.6399999999999302e+01  9.4071426121174342e-07  2.5461766403920032e-05  1  1.0130727751308080e+00  0.0000000000000000e+00  5.8545840755609097e-05  nan  1  5  5  1.5147810536400932e-04  0.0000000000000000e+00  0
4.7199999999999200e+01  3.1704589728033560e-07  2.6534484664929454e-05  1  1.0130805964332279e+00  0.0000000000000000e+00  5.8865200860077451e-05  nan  1  5  5  1.5160603818164910e-04  0.0000000000000000e+00  0
4.7999999999998998e+01  0.0000000000000000e+00  2.7355222006352082e-05  1  1.0130893203138682e+00  0.0000000000000000e+00  5.9888820717390506e-05  nan  1  5  5  1.5168987543165682e-04  0.0000000000000000e+00  0
4.8799999999998903e+01  0.0000000000000000e+00  2.8202656527673591e-05  1  1.0131026249460111e+00  0.0000000000000000e+00  6.1279488324299326e-05  nan  1  5  5  1.5180519593546414e-04  0.0000000000000000e+00  0
4.9599999999998701e+01  0.0000000000000000e+00  2.9305386392008966e-05  1  1.0131163273996053e+00  0.0000000000000000e+00  6.2744969505462112e-05  nan  1  5  5  1.5190131156063712e-04  0.0000000000000000e+00  0
5.0399999999998499e+01  0.0000000000000000e+00  3.0640378453473792e-05  1  1.0131257162372513e+00  0.0000000000000000e+00  6.3935196070894076e-05  nan  1  5  5  1.5196150638282111e-04  0.0000000000000000e+00  0
5.1199999999998397e+01  0.0000000000000000e+00  3.2238051263572880e-05  1  1.0131344984713266e+00  0.0000000000000000e+00  6.4370416670651997e-05  nan  1  5  5  1.5208411794355277e-04  0.0000000000000000e+00  0
5.1999999999998202e+01  0.0000000000000000e+00  3.4055888233167998e-05  1  1.0131462335145835e+00  0.0000000000000000e+00  6.5025887298082822e-05  nan  1  5  5  1.5220748720383255e-04  0.0000000000000000e+00  0
5.2799999999998100e+01  0.0000000000000000e+00  3.5729073384215144e-05  1  1.0131590743217660e+00  0.0000000000000000e+00  6.6703026411448984e-05  nan  1  5  5  1.5227164922286017e-04  0.0000000000000000e+00  0
5.3599999999997898e+01  0.0000000000000000e+00  3.7128751921732134e-05  1  1.0131709181591975e+00  0.0000000000000000e+00  6.8347957131596109e-05  nan  1  5  5  1.5235081777665872e-04  0.0000000000000000e+00  0
